ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
B001147,2025-09,45,Employé,Patrimonial,Digital,F,11.8,Sud-Ouest,25063.06,22736.34,21206.3,24772.96,23320.62,20811.04,,12504.35,12436.98,12545.06,12420.24,13411.87,14046.94,,519.31,506.39,486.93,463.76,480.55,444.51,,2059.65,1792.32,1858.99,2012.77,1827.38,1985.0,,3.0,3.0,3.0,3.0,3.0,,,24.0,24.0,24.0,26.0,25.0,30.0,
B001148,2025-10,45,Retraité,Grand Public,Agence,M,22.5,Centre,3708.71,3647.92,3681.99,3781.62,3949.56,,,9230.4,9079.64,8872.34,9694.87,10120.9,,,1414.27,1515.96,1570.68,1520.54,1511.08,,,1990.46,2160.27,2352.44,2130.92,2433.86,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,,
B001149,2025-06,42,Profession intermédiaire,Intermédiaire,Mixte,F,7.4,Nord-Ouest,4000.9,4337.57,4171.04,4183.76,4008.94,3917.5,3788.95,3093.15,3382.76,3758.8,3534.05,3566.93,3639.77,3836.71,32397.29,31922.23,31869.53,30429.15,32163.66,31235.09,31514.11,4077.34,4155.2,4451.37,4510.95,4603.81,4365.69,4098.91,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,11.0,11.0,13.0,13.0,12.0,14.0
B001150,2025-11,40,Profession intermédiaire,Grand Public,Agence,M,26.8,Île-de-France,1929.34,2208.62,2124.34,1944.91,2115.02,,,28132.96,22344.13,23573.4,25321.81,23676.45,,,0.0,0.0,0.0,0.0,0.0,,,1333.45,1267.55,1441.06,1274.52,1526.49,,,4.0,4.0,4.0,4.0,4.0,,,3.0,3.0,3.0,3.0,4.0,,
B001151,2025-02,46,Ouvrier,Grand Public,Agence,M,14.7,Centre,2459.32,2422.96,2811.41,2595.63,2447.75,2559.49,2632.16,12885.47,13556.31,14384.11,12197.9,12530.59,13687.0,12735.27,1418.02,1402.92,1336.6,1397.81,1453.34,1296.81,1392.15,2085.44,2100.38,1896.01,2067.86,2125.93,1796.13,2004.84,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
B001152,2025-11,45,Ouvrier,Grand Public,Digital,M,16.9,Centre,759.97,731.34,791.38,727.57,768.32,,,3052.44,2844.37,3277.85,3103.2,3349.27,,,0.0,0.0,0.0,0.0,0.0,,,2490.6,2841.77,2573.66,2528.79,2841.15,,,3.0,3.0,3.0,3.0,3.0,,,29.0,29.0,26.0,28.0,32.0,,
B001153,2025-02,32,Retraité,Intermédiaire,Mixte,F,6.7,Centre,1965.74,1939.18,1837.37,1853.16,2124.91,1867.22,1961.73,2618.49,2751.59,2687.52,2472.4,3026.06,3234.35,2900.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.2,2156.96,2283.17,2374.55,2358.85,2233.38,2202.92,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,11.0,13.0,12.0,14.0,16.0,
B001154,2025-02,55,Cadre,Grand Public,Mixte,M,6.6,Nord-Est,3535.15,3715.87,3824.3,3733.87,3291.6,3544.16,3184.12,4060.67,3867.77,3884.55,4203.77,4580.11,3976.91,4204.06,20727.83,20477.99,19840.36,19272.2,20754.57,20941.85,19864.58,795.67,827.71,867.23,809.92,867.18,822.18,855.96,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,13.0,14.0,14.0,17.0,16.0,16.0
B001155,2025-06,33,Employé,Grand Public,Mixte,M,15.5,Sud-Est,625.99,665.15,699.24,698.14,644.31,607.38,682.07,2734.08,2784.31,2695.23,2842.99,3030.44,2738.37,3143.6,56369.11,60933.16,58705.9,62742.3,59344.89,58821.9,66230.65,2330.25,2556.47,2558.35,2582.36,2489.7,2795.41,2639.91,3.0,3.0,3.0,3.0,3.0,3.0,4.0,11.0,11.0,11.0,11.0,13.0,15.0,14.0
B001156,2025-01,42,Retraité,Intermédiaire,Digital,F,17.2,Île-de-France,2401.93,2334.63,2302.56,2338.42,2262.21,2352.64,2367.0,3819.87,3916.31,3775.28,3540.31,4057.43,4407.47,4007.82,3340.37,3159.03,2902.77,3063.49,3100.04,2998.81,3095.46,995.07,1025.23,1051.2,1097.59,1056.93,1121.0,1079.02,2.0,2.0,2.0,2.0,2.0,2.0,3.0,23.0,22.0,20.0,23.0,24.0,24.0,26.0
B001157,2025-01,41,Profession intermédiaire,Grand Public,Digital,M,11.2,Sud-Ouest,1697.11,1799.8,1766.63,1654.54,1814.35,1682.91,1610.21,1932.89,1810.57,1959.99,1660.11,1814.85,1888.95,1859.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.34,907.19,980.48,887.89,930.78,1051.05,998.09,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27.0,24.0,27.0,27.0,31.0,29.0,28.0
B001158,2025-01,49,Profession intermédiaire,Patrimonial,Mixte,M,18.2,Sud-Ouest,79761.58,75601.91,75320.5,73327.83,72693.38,71013.58,68878.73,29235.65,26498.83,26416.05,24583.76,24390.38,27619.59,28401.53,14375.6,14405.73,14367.82,14641.6,13874.53,15843.99,13855.86,1475.02,1539.97,1390.11,1451.92,1430.2,1501.45,1496.09,3.0,3.0,3.0,3.0,4.0,3.0,3.0,18.0,18.0,18.0,18.0,20.0,22.0,22.0
B001159,2025-05,20,Sans activité,Grand Public,Mixte,F,6.7,Sud-Ouest,2642.28,2547.86,2588.45,2755.2,2504.36,2804.52,2818.2,11732.54,11994.94,12239.88,11353.14,12543.43,12781.35,13729.53,3550.09,3456.87,3317.99,3322.44,3735.81,3566.88,3989.26,1617.91,1970.74,1739.78,1933.06,1768.11,1760.76,1927.31,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0
B001160,2025-10,56,Cadre,Grand Public,Digital,M,5.4,Sud-Est,5183.56,4887.9,5642.68,5865.96,5722.87,,,3859.14,4149.21,4142.65,4232.09,4505.66,,,0.0,0.0,0.0,0.0,0.0,,,1173.79,1302.21,1161.76,1157.85,1262.79,,,2.0,2.0,2.0,2.0,2.0,,,14.0,14.0,15.0,15.0,17.0,,
B001161,2025-01,37,Ouvrier,Grand Public,Digital,F,13.8,Centre,1230.27,1308.62,1167.87,1185.57,1143.09,1345.3,1122.62,10503.68,10801.92,10897.27,11875.67,11366.87,12624.09,12122.03,1457.03,1535.25,1608.74,1517.58,1603.76,1509.23,1577.02,937.6,939.33,850.14,981.95,1023.59,1040.92,1043.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,18.0,18.0,17.0,20.0,19.0,21.0
B001162,2025-08,60,Retraité,Grand Public,Mixte,M,6.5,Sud-Est,3299.44,3421.94,3227.61,3197.65,3531.29,3245.31,,5909.9,6289.18,6644.31,6483.22,7061.15,6170.93,,5919.92,5528.33,6007.82,5438.39,5920.0,5712.57,,2523.55,2437.92,2505.74,2401.98,2278.39,2495.95,,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,
B001163,2025-10,39,Cadre,Grand Public,Mixte,M,4.5,Île-de-France,602.88,549.56,625.97,629.92,600.73,,,11433.31,13369.79,12996.87,12604.04,14124.21,,,5704.82,5609.23,5468.87,6033.93,5917.76,,,1886.57,1941.16,1947.69,1927.11,1938.77,,,5.0,5.0,5.0,5.0,5.0,,,12.0,13.0,12.0,13.0,13.0,,
B001164,2025-02,44,Ouvrier,Grand Public,Mixte,M,7.8,Sud-Est,1677.0,1822.18,1876.27,1752.48,1687.68,1697.88,1946.73,3151.37,3663.53,3719.2,2931.28,3651.34,3677.16,3810.69,159.41,173.43,183.69,163.02,167.68,175.36,180.09,2841.31,2935.85,2939.02,2748.12,2939.12,2911.57,2939.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,17.0,15.0,19.0,21.0,20.0
B001165,2025-02,68,Employé,Intermédiaire,Digital,M,16.9,Sud-Est,7650.13,6947.73,7472.96,7897.97,7567.73,8003.04,7270.22,23989.8,24038.89,22441.53,24256.05,23648.3,22768.45,23705.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.38,1736.35,1653.51,1747.88,1647.42,1669.18,1580.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21.0,21.0,21.0,22.0,23.0,25.0,24.0
B001166,2025-11,42,Retraité,Grand Public,Digital,F,14.5,Sud-Ouest,862.62,872.3,803.39,816.07,797.29,,,8289.02,7814.21,8943.31,8258.03,7871.37,,,0.0,0.0,0.0,0.0,0.0,,,1910.1,1933.36,1838.63,1971.1,1958.32,,,4.0,4.0,4.0,4.0,4.0,,,22.0,23.0,24.0,22.0,26.0,,
B001167,2025-10,60,Retraité,Grand Public,Mixte,M,25.3,Sud-Ouest,3505.36,3724.77,3639.41,3757.52,3724.26,,,34738.21,34612.14,33266.68,36591.06,35874.56,,,12458.47,12297.84,13484.9,15233.53,11887.65,,,2489.14,3113.48,2781.93,2937.09,2984.17,,,2.0,2.0,2.0,2.0,2.0,,,14.0,13.0,15.0,14.0,16.0,,
B001168,2025-06,45,Retraité,Intermédiaire,Mixte,F,15.1,Île-de-France,4951.39,5555.74,5709.37,5812.54,5193.57,6358.52,6270.28,23091.93,22632.54,23324.18,24424.54,23088.07,27057.63,28809.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.87,1051.76,1126.29,1124.22,1158.61,1161.17,1252.7,4.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,11.0,12.0
B001169,2025-10,50,Cadre,Grand Public,Digital,F,6.9,Nord-Ouest,1475.06,1467.23,1518.97,1550.37,1649.13,,,9910.23,9600.29,10238.03,10361.99,10913.6,,,1278.55,1315.97,1465.71,1454.38,1404.96,,,1416.29,1499.08,1410.07,1364.31,1478.79,,,5.0,5.0,5.0,5.0,5.0,,,17.0,16.0,16.0,17.0,21.0,,
B001170,2025-02,46,Ouvrier,Intermédiaire,Mixte,M,17.5,Centre,2349.24,2393.13,2379.67,2489.83,2296.7,2119.18,2193.66,3302.52,3156.49,3152.81,3127.43,2889.38,3774.95,3750.42,1237.37,1461.08,1212.89,1298.08,1280.21,1381.21,1378.94,3280.28,3601.1,3903.1,3546.68,3441.23,3965.72,4016.01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0
B001171,2025-04,55,Retraité,Patrimonial,Digital,F,8.9,Île-de-France,6149.55,6519.73,6146.5,5982.82,6362.66,6696.6,6150.59,19815.21,20320.1,19341.73,20647.43,20538.22,21601.13,23646.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005.98,3034.85,2766.97,2957.0,3016.42,2739.11,3107.33,3.0,3.0,3.0,3.0,3.0,4.0,3.0,22.0,22.0,22.0,21.0,26.0,27.0,28.0
B001172,2025-09,37,Employé,Grand Public,Mixte,F,11.1,Centre,1616.57,1639.16,1814.3,1661.96,1607.22,1618.2,,2983.08,3236.22,2829.08,3308.81,3309.63,3289.73,,14145.66,13672.42,13218.09,14186.7,13111.52,13093.37,,1827.09,1859.08,1925.56,1757.92,1719.53,1846.98,,3.0,3.0,3.0,3.0,3.0,3.0,,8.0,9.0,9.0,9.0,10.0,11.0,
B001173,2025-03,33,Employé,Intermédiaire,Digital,F,9.0,Nord-Ouest,3009.17,2852.09,3047.95,2860.94,2984.92,2922.38,2680.12,5502.7,5424.47,5343.3,5569.81,5024.58,5625.45,5912.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.41,1977.69,2018.11,1979.54,2081.63,2197.98,2104.34,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,22.0,24.0,21.0,24.0,29.0,27.0
B001174,2025-10,37,Cadre,Patrimonial,Mixte,M,6.3,Sud-Est,12673.24,11762.56,12670.05,11616.93,11616.24,,,27438.53,27844.98,27647.2,29272.79,29709.71,,,17692.07,17232.25,16750.21,18043.29,16003.69,,,5207.41,4811.87,4859.2,5053.81,4956.06,,,2.0,2.0,2.0,2.0,2.0,,,10.0,10.0,10.0,11.0,11.0,,
B001175,2025-06,46,Retraité,Grand Public,Agence,M,46.5,Nord-Ouest,1599.77,1585.26,1474.07,1637.01,1627.97,1667.39,1628.99,9436.83,9455.44,9699.28,9886.55,9558.37,10812.32,10453.6,21411.38,20445.19,20909.21,21913.72,20879.08,21723.18,21312.86,2041.84,2123.4,1927.94,1954.53,2104.42,2049.26,2112.59,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
B001176,2025-10,42,Cadre,Patrimonial,Digital,M,8.1,Île-de-France,27730.11,27281.53,28620.17,26720.21,29347.15,,,43254.18,36827.48,40698.18,41049.08,41376.38,,,165.72,150.85,164.52,168.64,160.27,,,2933.38,2728.26,2616.12,2933.86,2788.97,,,3.0,3.0,3.0,3.0,3.0,,,24.0,24.0,23.0,25.0,26.0,,
B001177,2025-05,54,Profession intermédiaire,Grand Public,Digital,M,4.1,Sud-Ouest,7374.68,7412.41,8075.73,7440.48,7785.74,7457.79,7624.77,27039.02,28993.23,28525.3,28734.56,30468.24,34578.12,34429.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.68,1939.9,1914.4,2063.39,2174.68,2041.07,2282.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,28.0,30.0,28.0,28.0,34.0,39.0,36.0
B001178,2025-04,61,Retraité,Intermédiaire,Digital,M,18.6,Sud-Est,5665.69,5437.49,5295.28,5718.22,5497.64,5852.75,5451.66,26896.02,26817.78,26189.21,27620.73,26660.68,26683.23,27911.72,1531.84,1768.35,1674.55,1594.32,1779.63,1698.39,1660.59,969.09,1114.25,1051.92,1016.42,1078.31,1115.79,1036.98,4.0,4.0,5.0,5.0,5.0,5.0,6.0,17.0,18.0,19.0,17.0,20.0,19.0,22.0
B001179,2025-03,33,Sans activité,Grand Public,Digital,M,3.4,Île-de-France,1597.56,1716.87,1522.25,1537.83,1494.46,1617.7,1543.88,2014.86,2008.91,1891.97,1862.04,2144.87,2122.9,2414.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473.46,2366.81,2598.7,2560.54,2625.03,2673.01,2680.62,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,20.0,21.0,21.0,26.0,26.0,26.0
B001180,2025-03,36,Sans activité,Grand Public,Agence,F,11.8,Nord-Ouest,1517.35,1426.58,1390.56,1411.79,1472.68,1417.89,1463.81,8043.33,8129.83,9239.81,8844.77,8897.13,9514.34,9509.69,1751.8,1760.51,1779.39,1841.24,1974.94,1688.1,1667.74,1409.3,1378.82,1345.15,1320.88,1312.44,1301.41,1339.36,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B001181,2025-10,28,Employé,Patrimonial,Agence,F,20.1,Nord-Ouest,9429.25,9095.22,9943.97,9389.54,9874.51,,,49904.0,48224.82,46880.19,47276.1,42408.38,,,8907.68,9936.43,9489.29,9246.8,8957.47,,,1399.07,1408.45,1376.42,1422.16,1426.82,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,
B001182,2025-02,69,Cadre,Grand Public,Digital,F,5.8,Centre,4080.77,4141.35,4367.69,4235.84,4147.22,4112.02,4125.25,33469.33,34490.04,34148.23,34578.39,33756.75,36447.99,35717.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.38,829.06,895.66,824.93,920.17,911.29,943.87,5.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,23.0,24.0,21.0,26.0,27.0,28.0
B001183,2025-01,49,Employé,Patrimonial,Agence,M,12.9,Nord-Ouest,8309.21,8550.59,8119.09,8204.91,9075.07,7539.7,8680.79,27234.51,28715.27,27676.16,27904.82,26964.44,30172.67,29232.97,346.3,327.77,342.12,319.06,345.1,340.67,370.17,1283.26,1278.45,1314.28,1372.21,1289.75,1171.45,1287.97,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
B001184,2025-02,51,Cadre,Intermédiaire,Digital,M,10.9,Île-de-France,3507.37,3376.6,3187.63,3152.87,3397.39,3388.78,3158.91,12620.78,13161.88,11702.24,12933.51,14084.57,12993.81,13844.73,7569.96,8786.41,7460.46,8361.07,8390.24,8599.67,7385.02,700.99,760.88,715.98,750.63,686.47,737.16,690.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,23.0,21.0,23.0,27.0,27.0,28.0
B001185,2025-02,29,Retraité,Patrimonial,Mixte,F,8.1,Centre,9421.33,9011.88,8709.04,10073.8,9504.84,9810.64,9686.63,72393.77,67763.64,71922.21,73915.54,77532.12,90170.82,95682.5,71286.02,71135.16,61369.71,73718.98,65164.23,71635.23,78350.87,1505.44,1540.07,1531.15,1549.25,1552.93,1666.41,2014.46,3.0,3.0,3.0,3.0,3.0,4.0,4.0,14.0,14.0,15.0,15.0,17.0,17.0,19.0
B001186,2025-10,45,Employé,Patrimonial,Mixte,M,25.4,Île-de-France,9560.97,9674.47,8933.34,9432.69,10562.7,,,35071.16,37948.22,39557.1,35690.3,36152.25,,,53855.41,61548.04,59446.86,58844.18,55188.83,,,2241.5,2342.95,1989.8,2300.07,2394.49,,,4.0,3.0,4.0,4.0,4.0,,,10.0,10.0,10.0,10.0,11.0,,
B001187,2025-04,51,Profession intermédiaire,Intermédiaire,Digital,F,10.8,Nord-Est,2809.57,2937.96,2854.85,3026.05,2745.38,3002.73,3067.27,2656.97,3138.62,2878.04,3043.03,3056.8,3235.65,3450.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3832.24,3693.61,3714.32,3952.71,4302.68,3929.78,3721.04,4.0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,28.0,30.0,28.0,33.0,33.0,36.0
B001188,2025-12,42,Cadre,Patrimonial,Mixte,M,18.4,Nord-Ouest,10005.56,10010.04,9461.3,10243.93,,,,5159.22,4692.49,4853.85,4867.3,,,,0.0,0.0,0.0,0.0,,,,3020.88,2791.65,2798.91,2821.56,,,,4.0,4.0,4.0,4.0,,,,8.0,9.0,9.0,8.0,,,
B001189,2025-02,58,Profession intermédiaire,Intermédiaire,Mixte,M,21.0,Nord-Ouest,2879.49,3088.79,3094.97,3103.48,3139.57,3203.58,3021.94,89234.01,92834.93,90543.99,100888.22,97716.0,113645.16,101972.5,13893.66,14652.3,13842.05,15288.32,14627.11,14446.16,15178.25,2457.97,2578.15,2504.34,2662.51,2578.22,2713.06,2769.26,4.0,4.0,4.0,4.0,4.0,5.0,5.0,14.0,15.0,15.0,14.0,15.0,17.0,18.0
B001190,2025-08,73,Retraité,Grand Public,Digital,F,11.5,Sud-Est,1597.49,1769.68,1827.94,1702.56,1690.56,1743.27,,1616.22,1812.91,1839.73,1860.92,1857.59,1909.23,,0.0,0.0,0.0,0.0,0.0,0.0,,4233.52,4021.99,3765.28,3963.15,3888.39,3956.03,,3.0,3.0,3.0,3.0,3.0,3.0,,18.0,19.0,19.0,18.0,21.0,23.0,
B001191,2025-05,34,Ouvrier,Intermédiaire,Agence,F,6.9,Île-de-France,3810.35,3409.17,3692.36,3622.61,3840.78,3565.01,3624.58,9638.79,10194.97,10213.97,10845.67,11007.71,10228.17,11403.73,814.76,860.39,967.17,931.78,859.98,941.91,1024.17,510.52,517.33,528.76,515.08,478.42,496.23,526.04,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B001192,2025-04,33,Cadre,Grand Public,Digital,F,21.2,Sud-Ouest,1491.59,1540.62,1312.67,1296.9,1318.94,1370.88,1218.86,18536.03,16834.94,15394.83,15979.19,16946.85,16985.71,17192.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.79,2484.76,2234.09,2459.08,2307.69,2626.2,2563.91,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,17.0,17.0,17.0,20.0,21.0,19.0
B001193,2025-11,34,Cadre,Grand Public,Digital,M,11.8,Sud-Ouest,1212.41,1242.21,1216.0,1172.5,1270.93,,,1119.55,1094.32,1081.29,1122.59,1277.92,,,0.0,0.0,0.0,0.0,0.0,,,1999.93,2429.94,2301.18,2487.52,2258.47,,,2.0,2.0,2.0,2.0,2.0,,,17.0,18.0,18.0,18.0,22.0,,
B001194,2025-12,64,Profession intermédiaire,Grand Public,Agence,M,12.6,Sud-Est,5983.34,6042.27,5578.02,5688.09,,,,3417.25,3261.58,3470.32,3141.49,,,,0.0,0.0,0.0,0.0,,,,3080.42,3163.23,3161.13,2894.33,,,,3.0,3.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,,,
B001195,2025-11,58,Cadre,Grand Public,Digital,M,10.4,Île-de-France,2010.69,2083.92,1970.62,1882.45,2155.86,,,2536.87,2341.02,2466.41,2502.46,2630.37,,,0.0,,0.0,0.0,0.0,,,763.99,826.07,784.86,885.64,853.22,,,4.0,4.0,4.0,4.0,4.0,,,19.0,21.0,17.0,20.0,23.0,,
B001196,2025-03,43,Retraité,Grand Public,Digital,M,20.8,Nord-Est,8709.83,8322.8,8192.19,7789.72,7431.19,8242.96,8492.9,47158.63,45571.55,44296.24,42242.04,46538.29,46981.55,50472.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.72,1565.34,1428.91,1521.23,1606.04,1468.24,1634.39,3.0,3.0,3.0,3.0,3.0,3.0,4.0,22.0,20.0,18.0,20.0,22.0,24.0,22.0
B001197,2025-03,45,Employé,Grand Public,Digital,F,6.4,Île-de-France,3652.96,3435.19,3743.44,3712.09,3612.39,3753.68,2986.37,59143.65,59172.59,60203.88,57023.57,57195.16,56278.65,67448.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.56,1226.85,1262.66,1263.9,1286.37,1330.16,1300.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,21.0,23.0,23.0,26.0,25.0,
B001198,2025-08,35,Cadre,Intermédiaire,Digital,M,12.7,Centre,2143.55,2087.8,2200.14,2108.73,2041.79,1967.87,,5813.37,5760.24,5335.14,5729.75,5889.21,6439.43,,0.0,0.0,0.0,0.0,0.0,0.0,,1163.15,1027.82,1092.33,1172.73,1139.18,1282.68,,7.0,6.0,6.0,6.0,6.0,6.0,,15.0,16.0,15.0,14.0,19.0,17.0,
B001199,2025-03,56,Retraité,Intermédiaire,Digital,M,7.0,Centre,9660.89,9842.89,10031.57,10655.91,10481.37,10804.38,10035.01,26744.78,27305.17,,27259.4,26806.39,29027.32,31742.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7291.39,6883.08,6641.44,6922.81,7289.34,7388.16,7543.12,3.0,3.0,3.0,3.0,3.0,3.0,3.0,27.0,27.0,30.0,28.0,36.0,35.0,36.0
B001200,2025-09,40,Profession intermédiaire,Patrimonial,Digital,M,10.4,Nord-Est,5784.15,4910.29,5325.73,5496.55,5202.19,5606.66,,40667.79,41767.63,38669.13,40286.05,37458.21,40628.81,,941.86,887.94,934.41,975.63,913.38,979.34,,2169.79,2217.01,2047.54,1866.27,1946.87,1965.33,,5.0,5.0,5.0,5.0,5.0,6.0,,22.0,24.0,22.0,24.0,29.0,24.0,
B001201,2025-06,42,Profession intermédiaire,Patrimonial,Mixte,M,22.3,Sud-Ouest,33364.08,39242.69,36975.58,32390.26,36525.7,34208.5,35340.77,22454.23,21490.54,22134.82,20075.97,23801.18,25109.11,23358.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4375.1,4480.97,4339.04,3811.64,4504.6,4364.19,4459.32,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,12.0
B001202,2025-06,52,Employé,Patrimonial,Mixte,M,22.2,Île-de-France,11653.33,11899.53,11534.8,11480.13,10597.13,11001.16,11966.52,6024.41,6250.25,6184.43,6578.79,6840.76,7279.62,7790.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.29,4285.57,4034.98,4265.76,4323.97,4144.29,4464.83,6.0,7.0,7.0,7.0,7.0,8.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0
B001203,2025-10,43,Cadre,Intermédiaire,Agence,M,11.3,Centre,5636.9,5952.21,5855.28,6409.6,5329.18,,,140175.36,119541.99,135937.86,141808.17,132603.89,,,0.0,0.0,0.0,0.0,0.0,,,1058.04,1059.31,1124.82,1081.3,1025.5,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,,
B001204,2025-09,42,Employé,Grand Public,Agence,M,15.1,Sud-Est,2072.01,2303.77,2412.31,2484.02,2199.25,2226.49,,1095.73,1223.66,1168.53,1239.4,1252.57,1255.87,,0.0,0.0,0.0,0.0,0.0,0.0,,1664.12,1644.1,1601.86,1558.86,1570.12,1670.34,,4.0,4.0,4.0,4.0,4.0,4.0,,6.0,6.0,6.0,6.0,7.0,7.0,
B001205,2025-01,45,Retraité,Patrimonial,Digital,M,14.9,Île-de-France,11469.27,11401.25,11508.9,10768.08,10183.19,11200.43,10381.39,38470.35,40155.72,37586.79,36639.14,40286.5,40101.67,43172.31,188.75,180.72,172.92,181.96,182.92,194.99,194.17,2840.95,2808.77,2756.28,3059.6,2797.69,2839.95,3034.37,4.0,4.0,4.0,4.0,4.0,4.0,5.0,17.0,19.0,16.0,19.0,20.0,21.0,21.0
B001206,2025-01,55,Retraité,Grand Public,Agence,M,7.1,Sud-Ouest,2214.37,2178.12,2187.47,2086.01,2218.58,2238.87,2145.02,4566.03,4242.71,4226.38,4877.79,4750.32,4928.96,4965.85,4543.44,4453.6,4561.35,4412.93,4425.23,4304.04,4400.01,2624.85,2360.33,2397.77,2513.22,2421.57,2477.99,2527.43,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
B001207,2025-07,65,Profession intermédiaire,Grand Public,Agence,F,17.1,Nord-Ouest,1411.44,1447.69,1413.85,1318.9,1380.83,1429.18,,26415.14,25364.15,25872.6,24311.63,25717.59,27012.83,,13548.27,11967.62,11779.62,11317.79,10256.61,12378.7,,2611.49,2383.68,2338.12,2572.87,2350.48,2259.15,,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,5.0,4.0,4.0,5.0,5.0,
