ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
T002569,2025-01,51,Profession intermédiaire,Grand Public,Agence,M,10.3,Île-de-France,1029.5,993.37,1047.28,1029.37,1054.87,995.6,1076.39,1588.65,1691.15,1735.98,1518.87,1649.48,1565.41,1571.94,10912.45,10644.49,11214.49,10255.98,11134.95,10567.99,10408.57,1331.22,1238.11,1403.55,1362.79,1386.61,1335.11,1515.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T002570,2025-04,45,Profession intermédiaire,Grand Public,Agence,M,9.2,Sud-Ouest,2940.21,3015.95,3086.59,3376.38,3151.9,3316.82,3407.2,6992.51,6634.79,7122.83,6732.27,7005.12,7198.86,,41437.52,41828.67,39197.95,42762.85,40602.27,43679.42,45531.07,1731.59,1748.79,1759.4,1739.74,1739.14,1969.14,1883.82,5.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T002571,2025-06,44,Employé,Grand Public,Agence,F,4.7,Île-de-France,1663.72,1764.89,1701.28,1733.94,1750.59,1714.39,1983.68,4876.25,5302.38,5700.71,5305.08,4921.93,5047.9,5604.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7181.69,6404.65,7109.9,6430.41,6470.49,7046.75,6878.91,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
T002572,2025-11,36,Cadre,Grand Public,Digital,M,6.9,Nord-Ouest,2251.87,2474.88,2327.44,2430.39,2537.2,,,12802.67,12563.19,12736.6,11825.91,12553.16,,,0.0,0.0,0.0,0.0,0.0,,,1295.65,1176.79,1192.17,1258.36,1193.89,,,3.0,3.0,3.0,3.0,3.0,,,20.0,19.0,21.0,20.0,20.0,,
T002573,2025-06,64,Profession intermédiaire,Grand Public,Mixte,F,28.4,Île-de-France,2982.3,2881.79,3225.65,3108.37,3071.68,3014.55,3395.79,14707.15,16088.23,15294.41,15419.89,16732.25,16299.37,15662.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.57,1503.2,1597.05,1566.04,1502.99,1566.84,1410.46,4.0,4.0,4.0,4.0,4.0,4.0,5.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0
T002574,2025-11,55,Retraité,Grand Public,Mixte,F,17.9,Centre,2467.81,2714.63,2730.67,2589.65,2623.77,,,3462.15,3865.4,3500.07,3811.9,3735.98,,,0.0,0.0,0.0,0.0,0.0,,,1710.24,1798.0,2022.78,1900.96,1847.9,,,5.0,5.0,5.0,5.0,5.0,,,8.0,9.0,9.0,9.0,10.0,,
T002575,2025-11,25,Retraité,Intermédiaire,Mixte,F,19.1,Île-de-France,5050.91,5340.55,5446.99,5405.24,5177.19,,,48061.02,48478.67,53161.51,47362.15,50260.27,,,0.0,0.0,0.0,0.0,0.0,,,2730.02,2524.8,2678.07,2619.98,2748.9,,,4.0,4.0,4.0,4.0,4.0,,,9.0,11.0,10.0,10.0,10.0,,
T002576,2025-04,48,Profession intermédiaire,Grand Public,Agence,M,11.1,Sud-Est,2677.08,2496.45,2496.08,2710.4,2394.33,2471.19,2394.82,4233.35,4348.56,4222.7,4177.61,4109.35,4090.19,3817.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252.45,2352.43,2278.27,2293.18,2336.05,2205.0,2367.36,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T002577,2025-10,52,Profession intermédiaire,Grand Public,Mixte,F,13.4,Sud-Ouest,2670.16,2999.82,3085.18,2876.19,2790.05,,,1837.1,1881.43,1795.59,1858.44,2059.7,,,0.0,0.0,0.0,0.0,0.0,,,1101.0,1020.39,954.31,948.89,900.37,,,4.0,4.0,4.0,4.0,4.0,,,8.0,8.0,8.0,7.0,8.0,,
T002578,2025-04,41,Cadre,Grand Public,Mixte,M,19.0,Sud-Ouest,1467.86,1437.94,1637.14,1463.29,1457.03,1417.54,1557.62,42416.15,46174.65,46346.85,46279.39,47661.18,43784.33,44372.61,57616.67,62100.39,55954.99,57756.58,53407.94,60738.81,57094.87,1253.4,1270.55,1325.49,1279.08,1198.61,1258.53,1366.09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0,11.0,10.0,10.0
T002579,2025-02,70,Ouvrier,Grand Public,Mixte,F,9.1,Sud-Est,2629.38,2754.92,3138.81,2667.61,2938.24,2969.02,2764.72,6765.94,6851.55,6017.86,6208.66,6182.0,7100.79,6474.35,5661.55,5471.9,5557.84,5645.74,5565.66,5370.65,5864.56,1271.67,1089.99,1120.91,1069.35,1166.51,1160.2,1188.15,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
T002580,2025-02,44,Employé,Grand Public,Mixte,M,12.2,Île-de-France,5707.95,5237.68,5274.9,5406.4,5403.94,5276.4,5361.48,8813.21,9742.89,9145.72,9203.17,9617.39,9583.23,8924.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.8,2017.08,2031.8,1816.01,1807.36,1978.6,1911.27,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0
T002581,2025-02,47,Cadre,Intermédiaire,Agence,F,3.8,Centre,5684.56,6567.04,5820.64,5923.79,5907.15,6491.05,5386.49,3399.17,3411.18,4195.37,3994.18,3871.21,3776.23,3799.8,1320.96,1426.61,1405.2,1459.72,1433.61,1319.71,1425.79,1898.59,1773.09,1973.7,1883.2,1898.17,2016.05,2031.86,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T002582,2025-04,69,Retraité,Grand Public,Digital,F,11.8,Sud-Ouest,5839.64,5827.5,6108.16,5251.61,5418.07,5186.99,5437.16,35393.88,36249.41,38148.83,38791.29,37471.93,36955.06,36762.68,6319.01,6550.61,6385.33,6049.57,5796.23,5644.56,6107.11,1890.29,1939.5,1844.79,1839.49,1738.31,1798.95,1752.24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.0,22.0,25.0,22.0,19.0,20.0,23.0
T002583,2025-11,43,Retraité,Intermédiaire,Digital,F,8.2,Sud-Ouest,7364.12,7994.58,7099.58,7165.74,7051.02,,,34456.25,32996.69,34380.12,35885.31,37634.95,,,35940.66,35532.66,36668.29,35248.09,39906.89,,,1499.02,1656.89,1587.98,1721.61,1683.24,,,4.0,4.0,4.0,4.0,4.0,,,31.0,32.0,30.0,33.0,31.0,,
T002584,2025-04,52,Cadre,Grand Public,Agence,F,4.1,Centre,2060.2,2043.97,2085.66,2360.19,2182.12,2332.99,2254.37,4951.48,5173.0,4584.75,4880.67,5458.23,5283.21,4963.31,570.71,677.68,652.94,708.71,650.14,693.5,702.03,1005.67,1103.8,1183.3,1149.63,1129.31,1119.17,1125.34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
T002585,2025-11,66,Employé,Grand Public,Agence,F,12.6,Nord-Est,4559.57,4424.68,4458.82,4436.12,4428.16,,,5068.41,5101.71,5498.91,5717.75,5427.43,,,19630.12,17930.41,17066.79,17703.92,16745.8,,,1853.03,1677.79,1668.32,1719.99,1593.89,,,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,
T002586,2025-10,49,Employé,Patrimonial,Agence,F,16.5,Île-de-France,11838.99,12156.32,13092.6,11527.92,11309.42,,,35369.09,28908.46,31389.43,32180.66,30771.74,,,0.0,0.0,0.0,0.0,0.0,,,6934.52,6728.75,5898.1,7221.53,6238.9,,,3.0,3.0,3.0,3.0,,,,4.0,4.0,4.0,4.0,4.0,,
T002587,2025-09,58,Employé,Grand Public,Agence,F,12.1,Île-de-France,2283.73,2179.15,2498.85,2057.29,1865.72,2010.23,,4153.25,3921.84,4436.13,4199.66,4499.82,4624.27,,0.0,0.0,0.0,0.0,0.0,0.0,,1567.12,1856.62,1963.93,1806.22,1844.11,1896.82,,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,
T002588,2025-06,70,Sans activité,Grand Public,Digital,F,5.2,Nord-Est,4767.07,4409.83,4813.19,4776.33,4535.51,4476.91,4341.61,7708.66,8600.19,7828.39,7783.97,8472.9,9028.63,7849.84,12576.68,11222.05,11783.77,13472.85,13018.97,11884.06,11700.65,2230.44,2375.81,1908.69,2262.06,2255.45,2126.23,2099.78,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,20.0,20.0,20.0,20.0,18.0,21.0
T002589,2025-10,48,Ouvrier,Grand Public,Agence,F,12.5,Sud-Ouest,4356.44,4806.45,4123.19,4453.47,4937.28,,,4446.46,,3824.26,3990.54,4520.35,,,0.0,0.0,0.0,0.0,0.0,,,2128.16,1984.9,1994.95,2055.57,1891.97,,,7.0,7.0,7.0,7.0,7.0,,,2.0,2.0,2.0,2.0,2.0,,
T002590,2025-01,65,Retraité,Intermédiaire,Mixte,F,8.7,Île-de-France,18067.05,17481.67,17965.6,17470.19,16010.65,15654.46,18310.31,3828.5,3655.75,3646.31,3537.38,3665.32,3782.17,3438.24,1353.18,1308.81,1240.54,1300.34,1226.75,1278.93,1244.49,1448.06,1619.29,1567.89,1698.42,1512.44,1656.86,1625.15,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,18.0,17.0,16.0,15.0,15.0,15.0
T002591,2025-09,53,Sans activité,Grand Public,Digital,F,26.1,Sud-Ouest,2590.29,2378.46,2799.38,2543.57,2700.68,2603.05,,6920.73,6510.83,7277.07,7505.6,7511.91,6647.42,,3672.51,3670.83,3716.73,3869.72,3479.51,3904.78,,1407.7,1493.06,1367.27,1330.84,1517.01,1491.27,,3.0,3.0,3.0,3.0,3.0,3.0,,20.0,20.0,20.0,21.0,20.0,19.0,
T002592,2025-09,46,Employé,Grand Public,Mixte,M,16.8,Nord-Ouest,1414.07,1405.6,1688.92,1611.05,1447.23,1485.64,,1053.78,1058.25,1065.67,1052.4,1123.34,1116.98,,1174.72,1229.42,1285.71,1265.65,1191.9,1244.82,,1266.57,1200.49,1207.48,1329.05,1314.86,1241.35,,5.0,5.0,5.0,5.0,5.0,5.0,,9.0,9.0,9.0,9.0,9.0,9.0,
T002593,2025-11,50,Ouvrier,Grand Public,Digital,F,13.0,Nord-Ouest,3538.9,3414.19,3184.62,3339.26,3288.42,,,5555.09,5673.23,5283.2,5235.71,5074.81,,,0.0,0.0,0.0,0.0,0.0,,,4324.62,3790.34,3805.49,4177.97,4054.08,,,2.0,2.0,2.0,2.0,2.0,,,20.0,20.0,20.0,21.0,20.0,,
T002594,2025-07,24,Profession intermédiaire,Intermédiaire,Mixte,F,18.7,Centre,746.47,803.0,777.33,812.23,807.95,777.94,,2301.43,2468.33,2238.87,2146.8,2332.07,2175.58,,261.15,238.1,255.9,256.49,252.03,253.96,,1923.07,1781.04,1869.37,1749.84,1775.12,1798.14,,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,5.0,5.0,4.0,5.0,5.0,
T002595,2025-08,65,Retraité,Patrimonial,Digital,M,1.1,Nord-Ouest,15613.18,14764.63,14263.43,15838.9,15082.51,14472.62,,131770.77,115665.07,139363.22,139017.0,141192.86,136778.66,,0.0,0.0,0.0,0.0,0.0,0.0,,1088.77,1075.42,901.93,1040.26,1087.83,1022.84,,3.0,3.0,3.0,3.0,3.0,3.0,,16.0,16.0,16.0,15.0,15.0,15.0,
T002596,2025-01,22,Profession intermédiaire,Grand Public,Digital,F,8.4,Centre,1472.88,1494.67,1310.73,1443.77,,1443.92,1567.73,14252.65,13858.61,13170.4,13743.11,13486.04,14018.41,15592.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.68,2268.75,2175.69,2349.96,2125.75,2253.21,2505.14,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,20.0,20.0,21.0,21.0,22.0,23.0
T002597,2025-02,40,Cadre,Grand Public,Digital,F,10.9,Sud-Ouest,7743.13,7789.34,7474.27,7773.55,8064.64,7928.52,8262.02,22675.58,24751.34,28041.08,25377.24,29404.69,27174.5,27444.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.55,1850.84,1967.97,1943.38,2006.7,1998.28,2220.37,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,17.0,15.0,16.0,17.0,15.0,17.0
T002598,2025-01,51,Sans activité,Patrimonial,Mixte,F,10.7,Nord-Ouest,23047.07,23261.4,23866.13,22723.12,23279.05,22817.35,21648.81,21063.53,21421.67,24133.97,25827.21,23804.19,23538.98,23639.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.32,3400.95,3192.67,3509.19,3450.01,3722.89,3292.74,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,9.0,8.0,9.0,10.0,10.0,9.0
T002599,2025-02,47,Ouvrier,Intermédiaire,Agence,F,9.5,Nord-Ouest,4960.11,5668.1,5673.07,4909.51,5454.24,5177.67,5826.32,8200.23,8137.03,8035.22,7571.5,8460.98,9391.28,9673.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.19,1531.72,1510.62,1479.16,1391.75,1504.92,1458.13,6.0,6.0,6.0,6.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T002600,2025-03,37,Retraité,Grand Public,Agence,F,11.9,Île-de-France,1469.21,1245.48,1286.59,1262.9,1334.06,1248.12,1309.73,5760.12,5885.75,5947.52,5487.2,5153.94,5366.41,5334.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.39,3185.18,3014.8,2938.05,2877.64,3061.83,3199.57,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T002601,2025-09,54,Retraité,Grand Public,Mixte,F,15.1,Sud-Est,6098.01,6560.52,6465.5,6511.46,6245.18,6056.19,,4093.7,4163.14,3617.94,4128.38,3765.01,3962.4,,20917.43,19572.96,21923.56,20753.77,23361.11,21374.13,,2048.32,2193.79,2101.23,2272.03,2054.11,2083.92,,3.0,3.0,3.0,3.0,3.0,3.0,,9.0,9.0,9.0,9.0,9.0,9.0,
T002602,2025-11,57,Retraité,Grand Public,Mixte,F,9.7,Île-de-France,2005.11,2073.52,2164.27,2250.13,2045.07,,,16754.49,18058.74,18870.54,17808.06,17879.93,,,0.0,0.0,0.0,0.0,0.0,,,2652.14,2696.62,2768.61,2604.47,2870.59,,,4.0,4.0,4.0,4.0,4.0,,,12.0,13.0,13.0,13.0,13.0,,
T002603,2025-08,39,Cadre,Intermédiaire,Mixte,M,10.8,Nord-Est,11104.47,11152.95,11867.07,11831.84,10729.19,12149.31,,10981.73,10935.17,10393.39,9942.65,10318.14,10478.19,,1887.37,2163.5,2099.3,2033.25,1994.18,2105.36,,11866.68,11608.08,12013.4,11623.58,12536.84,11418.49,,3.0,3.0,3.0,3.0,3.0,3.0,,13.0,12.0,14.0,13.0,14.0,12.0,
T002604,2025-05,62,Ouvrier,Patrimonial,Agence,F,11.4,Île-de-France,9318.48,9758.59,9047.4,9677.61,8977.24,9593.99,9840.82,30931.09,33863.79,32587.24,32821.46,34463.02,31180.64,33323.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.09,1574.9,1599.65,1639.48,1660.67,1568.03,1759.23,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0
T002605,2025-03,38,Employé,Intermédiaire,Digital,M,9.7,Nord-Est,24791.27,26619.68,25567.39,25059.41,25141.03,24750.54,26761.87,40550.17,42390.59,47385.28,41305.1,44396.04,46178.18,45984.35,33507.73,33878.27,33284.53,32706.34,33089.41,36590.11,35289.73,4512.42,4618.39,4231.74,4564.74,4171.0,4917.74,5100.25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,36.0,30.0,32.0,32.0,31.0,32.0
T002606,2025-09,44,Sans activité,Grand Public,Agence,F,16.9,Sud-Ouest,1367.29,1330.55,1295.83,1286.21,1273.49,1262.48,,4741.4,4746.41,4837.81,4865.3,5036.7,4858.1,,18502.89,17955.75,19743.12,19461.44,19814.82,19062.55,,3645.28,3620.04,3697.07,3722.86,3679.35,3870.85,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,
T002607,2025-03,47,Retraité,Grand Public,Mixte,M,31.0,Sud-Ouest,5035.05,4512.47,5502.67,4917.4,4837.9,4971.79,5164.92,7892.44,7689.15,8126.87,8070.13,7755.43,8353.41,7553.99,7164.38,8055.9,7528.89,7412.73,8319.52,7688.02,8126.96,1343.53,1310.88,1354.93,1283.91,1479.53,1444.67,1315.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,11.0,13.0,11.0
T002608,2025-02,45,Employé,Grand Public,Agence,M,7.3,Nord-Est,7286.31,6378.02,7228.95,6553.64,6572.56,6822.64,7608.43,5297.96,5390.74,5551.45,5573.48,5151.27,5635.78,5963.63,4231.38,4137.98,4181.23,4075.15,3911.17,4452.4,4256.01,2129.43,2103.47,2114.36,2212.7,2017.44,2196.12,2269.12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T002609,2025-05,50,Retraité,Grand Public,Agence,M,13.4,Nord-Est,1465.57,1540.84,1506.0,1616.25,1611.07,1581.79,1527.14,36937.5,41124.59,42840.32,43469.66,46129.57,42933.4,41190.33,3027.69,3171.61,3244.85,2922.46,3116.26,2826.26,3183.61,573.64,600.1,569.79,595.8,531.1,606.4,587.37,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T002610,2025-12,20,Employé,Intermédiaire,Agence,F,9.9,Nord-Est,4658.78,4731.84,4020.0,4443.88,,,,23784.13,23648.39,23228.54,24100.65,,,,0.0,0.0,0.0,0.0,,,,5249.03,5821.92,5907.45,5946.95,,,,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,
T002611,2025-07,61,Employé,Patrimonial,Digital,F,24.8,Île-de-France,5702.06,5267.43,5504.07,5152.94,6050.51,5914.77,,289146.74,317464.68,297167.71,305167.54,283028.55,266324.14,,0.0,0.0,0.0,0.0,0.0,0.0,,6017.0,5862.74,6129.38,6203.25,5906.86,6631.78,,4.0,4.0,4.0,4.0,4.0,4.0,,16.0,17.0,15.0,16.0,18.0,17.0,
T002612,2025-01,51,Employé,Patrimonial,Digital,M,7.9,Nord-Est,18589.0,18075.19,19524.24,18454.15,18297.26,18829.25,17952.63,5007.02,5282.37,5033.43,5384.83,5128.73,5511.88,5073.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.72,1879.27,1821.88,1933.37,1784.4,1774.11,1737.57,5.0,4.0,5.0,5.0,6.0,5.0,5.0,18.0,20.0,18.0,19.0,20.0,20.0,19.0
T002613,2025-04,56,Retraité,Grand Public,Mixte,M,12.0,Sud-Est,3607.21,3690.01,3837.56,3586.78,3978.03,3837.96,3766.2,10442.59,12369.95,11602.17,10828.35,11810.12,11336.66,11281.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.52,1502.51,1453.48,1492.71,1539.56,1503.94,1620.31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0
T002614,2025-11,47,Retraité,Grand Public,Mixte,M,38.7,Île-de-France,1328.01,1289.65,1149.36,1255.45,1321.26,,,7020.97,7022.85,6958.7,7080.53,,,,0.0,0.0,0.0,0.0,0.0,,,3116.4,3112.79,3075.92,2967.81,3210.01,,,3.0,3.0,3.0,3.0,3.0,,,9.0,10.0,10.0,10.0,9.0,,
T002615,2025-01,49,Sans activité,Intermédiaire,Mixte,M,9.4,Île-de-France,4107.45,4078.07,3453.85,4109.41,4046.01,4235.84,3866.48,17712.31,18781.53,18314.19,17756.06,17900.49,18246.56,16724.11,10032.48,9215.99,9656.66,8536.18,9574.37,9784.12,10684.3,1420.56,1591.63,1537.2,1605.85,1565.45,1534.75,1619.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0
T002616,2025-01,85,Sans activité,Grand Public,Agence,F,13.3,Nord-Est,1206.97,1260.97,1318.02,1163.21,1228.81,1322.47,1412.89,48192.02,53384.59,54376.91,52486.03,52535.61,54087.02,54278.98,180.49,163.84,184.81,183.11,181.5,156.5,179.75,1109.47,1189.45,1140.67,1089.3,1134.77,1226.52,1193.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T002617,2025-12,54,Retraité,Grand Public,Mixte,F,22.5,Sud-Ouest,5473.47,6034.18,6111.93,5652.11,,,,4515.28,4916.69,4345.15,5128.36,,,,11446.08,12653.61,12897.4,12639.18,,,,2916.18,2831.31,2640.97,2828.26,,,,4.0,4.0,4.0,4.0,,,,12.0,14.0,13.0,13.0,,,
T002618,2025-10,40,Retraité,Grand Public,Mixte,F,17.8,Île-de-France,2040.69,2038.49,1954.97,2018.43,2151.66,,,,28955.73,27127.69,28436.03,28137.11,,,0.0,0.0,0.0,0.0,0.0,,,2113.5,2287.33,2198.29,2486.7,2340.75,,,4.0,4.0,4.0,4.0,4.0,,,13.0,13.0,13.0,13.0,13.0,,
T002619,2025-10,55,Employé,Grand Public,Mixte,F,5.7,Centre,2126.15,2020.61,2416.28,2333.63,2190.91,,,3629.44,4011.26,4090.92,3500.78,3944.81,,,5367.72,5757.73,5875.91,6425.68,5846.14,,,2575.16,2634.35,2474.51,2795.71,2513.76,,,2.0,2.0,2.0,2.0,2.0,,,7.0,7.0,7.0,7.0,6.0,,
T002620,2025-12,45,Profession intermédiaire,Grand Public,Mixte,F,12.1,Nord-Ouest,1473.28,1442.43,1450.91,1523.57,,,,2394.36,2514.3,2551.75,2587.72,,,,0.0,0.0,0.0,0.0,,,,2357.09,2095.98,2301.82,2374.79,,,,3.0,3.0,3.0,3.0,,,,9.0,9.0,9.0,10.0,,,
T002621,2025-06,36,Ouvrier,Grand Public,Mixte,F,4.2,Centre,2102.34,2163.75,2335.35,2336.31,2506.16,2282.07,2590.68,2092.94,1965.52,2193.8,2190.65,2030.96,2292.58,2410.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.57,1472.28,1402.12,1662.2,1624.73,1517.62,1766.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0
T002622,2025-04,44,Cadre,Grand Public,Agence,M,17.9,Sud-Est,4438.12,5064.22,4540.66,4824.24,4659.42,4954.99,4879.68,22495.69,22655.36,24792.47,22978.48,22691.35,19734.08,25085.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2645.97,2718.46,2518.55,2848.55,2449.01,2592.39,2725.21,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T002623,2025-11,67,Employé,Grand Public,Agence,M,5.3,Sud-Est,4383.94,4474.88,4906.86,4497.17,4814.98,,,17207.46,18465.26,17570.16,16722.13,18973.8,,,0.0,0.0,0.0,0.0,0.0,,,806.12,929.6,875.44,793.67,815.1,,,3.0,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,4.0,,
T002624,2025-08,48,Retraité,Grand Public,Digital,M,18.2,Nord-Est,3335.27,3266.53,3484.96,3550.03,3460.65,3485.86,,19248.37,18430.29,17602.86,19180.15,18353.63,18303.05,,6688.86,6775.45,6200.82,7289.61,6824.29,7085.88,,850.51,808.15,888.13,948.67,918.46,915.11,,5.0,5.0,5.0,5.0,5.0,5.0,,17.0,17.0,19.0,18.0,18.0,17.0,
T002625,2025-03,56,Employé,Grand Public,Mixte,F,21.1,Nord-Ouest,753.34,742.43,755.36,755.19,776.61,772.45,856.48,5330.36,5845.18,5511.17,5574.47,5449.58,5357.46,5276.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.93,1735.89,1875.71,1638.16,1703.13,2034.33,2031.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,13.0,12.0,13.0,14.0,13.0,13.0
T002626,2025-10,35,Ouvrier,Intermédiaire,Digital,F,11.3,Centre,6907.41,6762.51,7066.42,6606.83,,,,15881.86,16020.72,15322.79,15335.95,15150.27,,,0.0,0.0,0.0,0.0,0.0,,,2515.69,2343.62,2608.64,2565.45,2170.14,,,2.0,2.0,2.0,2.0,2.0,,,27.0,25.0,29.0,27.0,26.0,,
T002627,2025-03,56,Retraité,Intermédiaire,Digital,M,14.1,Sud-Est,2427.26,2819.05,2567.13,2826.81,2961.65,2507.62,2931.68,4366.07,4423.88,4427.09,4510.25,4751.16,5137.77,5068.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4043.54,4273.51,4375.02,4849.05,4512.36,4670.88,4796.69,5.0,5.0,5.0,5.0,,5.0,6.0,15.0,13.0,16.0,13.0,16.0,15.0,15.0
T002628,2025-03,36,Ouvrier,Intermédiaire,Mixte,M,13.9,Nord-Ouest,2942.02,2919.54,2661.99,2863.28,2764.57,2808.77,3351.19,38556.52,34920.28,42633.86,38439.46,39462.49,42014.0,41458.98,1201.06,1163.33,1179.68,1077.78,1143.82,1167.47,1144.59,2230.23,2064.72,1969.91,1981.62,2059.79,2131.7,2297.52,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,14.0,15.0,15.0,13.0,14.0,15.0
T002629,2025-03,58,Retraité,Patrimonial,Digital,F,16.4,Île-de-France,11852.86,12185.11,12304.12,12981.96,11241.28,12923.09,12579.73,11418.61,11276.07,11510.94,11862.63,11340.25,12114.47,12486.31,1324.23,1301.86,1278.64,1402.8,1453.21,1370.11,1310.13,2267.91,2250.96,2618.67,2480.89,2406.62,2452.63,2599.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,20.0,21.0,20.0,22.0,21.0,22.0
